source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[timepoint]	assay name	Technology Type	comment[data file]	comment[associated file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[phenotype]
Sample4	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K39	2	Run11	proteomic profiling by mass spectrometry	K39.2QEXI16229.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K39.2QEXI16229.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001261	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample4	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K39	1	Run12	proteomic profiling by mass spectrometry	K39.1QEXI16181.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K39.1QEXI16181.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001262	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample5	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K38	3	Run13	proteomic profiling by mass spectrometry	K38.3QEXI16219.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.3QEXI16219.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001263	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample5	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K38	2	Run14	proteomic profiling by mass spectrometry	K38.2QEXI16211.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.2QEXI16211.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001264	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample5	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K38	1	Run15	proteomic profiling by mass spectrometry	K38.1QEXI16199.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.1QEXI16199.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001265	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample6	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K36	3	Run16	proteomic profiling by mass spectrometry	K36.3QEXI16185.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.3QEXI16185.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001266	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample6	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K36	2	Run17	proteomic profiling by mass spectrometry	K36.2QEXI16167.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.2QEXI16167.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001267	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample6	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K36	1	Run18	proteomic profiling by mass spectrometry	K36.1QEXI16221.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.1QEXI16221.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001268	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample7	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K33	3	Run19	proteomic profiling by mass spectrometry	K33.3QEXI16157.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.3QEXI16157.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001269	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample7	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K33	2	Run20	proteomic profiling by mass spectrometry	K33.2QEXI16189.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.2QEXI16189.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001270	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample7	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K33	1	Run21	proteomic profiling by mass spectrometry	K33.1QEXI16215.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.1QEXI16215.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001271	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample8	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K26	3	Run22	proteomic profiling by mass spectrometry	K26.3QEXI16197.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.3QEXI16197.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001272	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample8	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K26	2	Run23	proteomic profiling by mass spectrometry	K26.2QEXI16223.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.2QEXI16223.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001273	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample8	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K26	1	Run24	proteomic profiling by mass spectrometry	K26.1QEXI16171.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.1QEXI16171.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001274	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample9	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K2	3	Run25	proteomic profiling by mass spectrometry	K2.3QEXI16191.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.3QEXI16191.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001275	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample9	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K2	2	Run26	proteomic profiling by mass spectrometry	K2.2QEXI16173.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.2QEXI16173.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001276	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample9	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K2	1	Run27	proteomic profiling by mass spectrometry	K2.1QEXI16159.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.1QEXI16159.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001277	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample10	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K14	3	Run28	proteomic profiling by mass spectrometry	K14.3QEXI16175.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.3QEXI16175.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001278	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample10	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K14	2	Run29	proteomic profiling by mass spectrometry	K14.2QEXI16161.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.2QEXI16161.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001279	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
Sample10	homo sapiens	NT=cerebrospinal fluid; AC=UBERON:0001359	not applicable	not available	anonymized	anonymized	NT = healthy; AC = HP:0032322	K14	1	Run30	proteomic profiling by mass spectrometry	K14.1QEXI16209.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.1QEXI16209.raw	1	NT=label free sample; AC=MS:1002038	NT=Q Exactive; AC = MS:1001911	NT=Trypsin;AC=MS:1001280	NT=HCD; AC = PRIDE:0000590	5 ppm	20 ppm	NT=Carbamidomethyl; MT=fixed; PP=Anywhere; AC=Unimod:4; TA=C; MM= 57.021464; CF=H(3)C(2)NO	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM= 15.994915; CF=O	NT=Acetylation; MT=variable; PP=Protein N-Term; AC=Unimod:1; TA=.; MM= 42.010565; CF=H(2)C(2)O	healthy control
