source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	characteristics[cell type]	assay name	technology type	comment[technical replicate]	comment[chromatography type]	comment[scan polarity]	comment[instrument]	comment[ion source]	comment[data file]	comment[metabolite assignment file]	factor value[gene]
X513m	Mus musculus	blood plasma	male	7	not applicable	not available	X20180910_513P_neg_027	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_513P_neg_027.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X517f	Mus musculus	liver	female	8	not applicable	not available	X20180910_517F_neg_050	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_517F_neg_050.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X517f	Mus musculus	blood plasma	female	8	not applicable	not available	X20180910_517P_neg_050	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_517P_neg_050.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X518f	Mus musculus	liver	female	9	not applicable	not available	X20180910_518F_neg_037	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_518F_neg_037.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X518f	Mus musculus	blood plasma	female	9	not applicable	not available	X20180910_518P_neg_037	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_518P_neg_037.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X521f	Mus musculus	liver	female	10	not applicable	not available	X20180910_521F_neg_074	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_521F_neg_074.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X521f	Mus musculus	blood plasma	female	10	not applicable	not available	X20180910_521P_neg_074	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_521P_neg_074.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X527m	Mus musculus	liver	male	11	not applicable	not available	X20180910_527F_neg_051	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_527F_neg_051.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X527m	Mus musculus	blood plasma	male	11	not applicable	not available	X20180910_527P_neg_051	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_527P_neg_051.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X528m	Mus musculus	liver	male	12	not applicable	not available	X20180910_528F_neg_073	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_528F_neg_073.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X528m	Mus musculus	blood plasma	male	12	not applicable	not available	X20180910_528P_neg_073	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_528P_neg_073.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X529f	Mus musculus	liver	female	13	not applicable	not available	X20180910_529F_neg_044	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_529F_neg_044.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X529f	Mus musculus	blood plasma	female	13	not applicable	not available	X20180910_529P_neg_044	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_529P_neg_044.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
X531f	Mus musculus	liver	female	14	not applicable	not available	X20180910_531F_neg_029	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_531F_neg_029.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Mx2
X531f	Mus musculus	blood plasma	female	14	not applicable	not available	X20180910_531P_neg_029	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_531P_neg_029.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Mx2
W616f	Mus musculus	liver	female	1	not applicable	not available	X20180910_616F_neg_041	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_616F_neg_041.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W616f	Mus musculus	blood plasma	female	1	not applicable	not available	X20180910_616P_neg_041	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_616P_neg_041.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W617f	Mus musculus	liver	female	2	not applicable	not available	X20180910_617F_neg_025	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_617F_neg_025.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W617f	Mus musculus	blood plasma	female	2	not applicable	not available	X20180910_617P_neg_025	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_617P_neg_025.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W620f	Mus musculus	liver	female	3	not applicable	not available	X20180910_620F_neg_064	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_620F_neg_064.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W620f	Mus musculus	blood plasma	female	3	not applicable	not available	X20180910_620P_neg_064	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_620P_neg_064.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W621f	Mus musculus	liver	female	4	not applicable	not available	X20180910_621F_neg_053	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_621F_neg_053.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W621f	Mus musculus	blood plasma	female	4	not applicable	not available	X20180910_621P_neg_053	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_621P_neg_053.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W622f	Mus musculus	liver	female	5	not applicable	not available	X20180910_622F_neg_072	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_622F_neg_072.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W622f	Mus musculus	blood plasma	female	5	not applicable	not available	X20180910_622P_neg_072	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_622P_neg_072.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W623f	Mus musculus	liver	female	6	not applicable	not available	X20180910_623F_neg_058	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_623F_neg_058.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W623f	Mus musculus	blood plasma	female	6	not applicable	not available	X20180910_623P_neg_058	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_623P_neg_058.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W625m	Mus musculus	liver	male	7	not applicable	not available	X20180910_625F_neg_047	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_625F_neg_047.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W625m	Mus musculus	blood plasma	male	7	not applicable	not available	X20180910_625P_neg_047	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_625P_neg_047.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W627m	Mus musculus	liver	male	8	not applicable	not available	X20180910_627F_neg_069	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_627F_neg_069.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W627m	Mus musculus	blood plasma	male	8	not applicable	not available	X20180910_627P_neg_069	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_627P_neg_069.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W628m	Mus musculus	liver	male	9	not applicable	not available	X20180910_628F_neg_026	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_628F_neg_026.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W628m	Mus musculus	blood plasma	male	9	not applicable	not available	X20180910_628P_neg_026	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_628P_neg_026.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W629m	Mus musculus	liver	male	10	not applicable	not available	X20180910_629F_neg_061	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_629F_neg_061.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W629m	Mus musculus	blood plasma	male	10	not applicable	not available	X20180910_629P_neg_061	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_629P_neg_061.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W630m	Mus musculus	liver	male	11	not applicable	not available	X20180910_630F_neg_039	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_630F_neg_039.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W630m	Mus musculus	blood plasma	male	11	not applicable	not available	X20180910_630P_neg_039	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_630P_neg_039.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W631m	Mus musculus	liver	male	12	not applicable	not available	X20180910_631F_neg_032	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_631F_neg_032.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W631m	Mus musculus	blood plasma	male	12	not applicable	not available	X20180910_631P_neg_032	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_631P_neg_032.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W632f	Mus musculus	liver	female	13	not applicable	not available	X20180910_632F_neg_049	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_632F_neg_049.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W632f	Mus musculus	blood plasma	female	13	not applicable	not available	X20180910_632P_neg_049	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_632P_neg_049.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
W633f	Mus musculus	liver	female	14	not applicable	not available	X20180910_633F_neg_034	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_633F_neg_034.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	WT
W633f	Mus musculus	blood plasma	female	14	not applicable	not available	X20180910_633P_neg_034	"NT=LC-MS-based metabolomics;AC=EDAM:3172"	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	"NT=negative scan;AC=MS:1000129"	"NT=Q Exactive;AC=MS:1001911"	"NT=ectrospray ionisation;AC=CHMO:0001659"	FILES/20180910_633P_neg_034.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	WT
