source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[technical replicate]	assay name	Technology Type	comment[Parameter group]	comment[proteomexchange accession number]	comment[data file]	comment[file url]	comment[fraction identifier]	comment[Experiment]	comment[PTM]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	factor value[Experiment]
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 11	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_11.raw	11	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 12	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_12.raw	12	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 13	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_13_150219231949.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_13_150219231949.raw	13	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 14	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_14.raw	14	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 15	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_15.raw	15	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 16	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_16.raw	16	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 17	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_17.raw	17	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 18	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_18.raw	18	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 19	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_19.raw	19	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 20	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_20.raw	20	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 21	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_21.raw	21	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 22	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_22_Re.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_22_Re.raw	22	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 23	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_23.raw	23	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 24	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_24.raw	24	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 1	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 25	proteomic profiling by mass spectrometry	Group 0	PXD004332	PG_Ingel_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/PG_Ingel_25.raw	25	In gel digestion	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In gel digestion
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 26	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_01.raw	26	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 27	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_02.raw	27	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 28	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_03.raw	28	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 29	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_04.raw	29	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 30	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_05.raw	30	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 31	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_06.raw	31	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 32	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_07.raw	32	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 33	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_08.raw	33	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 34	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_09_150105153740.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_09_150105153740.raw	34	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 35	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_10.raw	35	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 36	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_11.raw	36	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 2	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 37	proteomic profiling by mass spectrometry	Group 1	PXD004332	Pineal_gland_bRPLC_Velos_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pineal_gland_bRPLC_Velos_12.raw	37	In solution digestion 400 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 400 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 38	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_1_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_1_Fusion.raw	38	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 39	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_2_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_2_Fusion.raw	39	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 40	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_3_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_3_Fusion.raw	40	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 41	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_4_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_4_Fusion.raw	41	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
Sample 3	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	run 42	proteomic profiling by mass spectrometry	Group 2	PXD004332	Pin_bRPLC_5_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_5_Fusion.raw	42	In solution digestion 1000 microgram fraction	1	NT=label free sample	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable	In solution digestion 1000 microgram fraction
