Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	assay name	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]	Material Type
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 11	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_11.raw	liver_1_11.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 12	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	12	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_12.raw	liver_1_12.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 13	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_13.raw	liver_1_13.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 14	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_14.raw	liver_1_14.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 15	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_15.raw	liver_1_15.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 16	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_16.raw	liver_1_16.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 17	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_17.raw	liver_1_17.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 18	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_18.raw	liver_1_18.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 19	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_19.raw	liver_1_19.raw	tissue
Sample 1	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 20	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_1_20.raw	liver_1_20.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 21	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_1.raw	liver_2_1.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 22	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_2.raw	liver_2_2.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 23	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_3.raw	liver_2_3.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 24	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_4.raw	liver_2_4.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 25	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_5.raw	liver_2_5.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 26	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_6.raw	liver_2_6.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 27	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	7	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_7.raw	liver_2_7.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 28	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	8	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_8.raw	liver_2_8.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 29	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	9	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_9.raw	liver_2_9.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 30	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	10	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_10.raw	liver_2_10.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 31	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_11.raw	liver_2_11.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 32	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	12	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_12.raw	liver_2_12.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 33	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_13.raw	liver_2_13.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 34	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_14.raw	liver_2_14.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 35	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_15.raw	liver_2_15.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 36	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_16.raw	liver_2_16.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 37	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_17.raw	liver_2_17.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 38	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_18.raw	liver_2_18.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 39	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_19.raw	liver_2_19.raw	tissue
Sample 2	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 40	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_2_20.raw	liver_2_20.raw	tissue
Sample 3	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 41	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_3_1.raw	liver_3_1.raw	tissue
Sample 3	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 42	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_3_2.raw	liver_3_2.raw	tissue
Sample 3	Homo sapiens	liver	not available	not available	not available	not available	not available	not applicable	not applicable	run 43	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/liver_3_3.raw	liver_3_3.raw	tissue
