source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	characteristics[depletion]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file uri]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 1	homo sapiens	lung adenocarcinoma	lung	not available	bronchiole	58Y	male	Caucasian	NCI-H522	epithelial	1	no depletion	run 11	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_A04_P0001563_A00_B00A_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000261_A04_P0001563_A00_B00A_R1.RAW	NCI-H522
Sample 1	homo sapiens	lung adenocarcinoma	lung	not available	bronchiole	58Y	male	Caucasian	NCI-H522	epithelial	1	no depletion	run 12	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000261_E04_P0001563_A00_B00E_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000261_E04_P0001563_A00_B00E_R1.RAW	NCI-H522
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 13	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_B05_P0001568_A00_B00J_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_B05_P0001568_A00_B00J_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 14	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_B04_P0001568_A00_B00B_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_B04_P0001568_A00_B00B_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 15	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_F04_P0001568_A00_B00F_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_F04_P0001568_A00_B00F_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 16	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_C04_P0001568_A00_B00C_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_C04_P0001568_A00_B00C_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 17	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_D04_P0001568_A00_B00D_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_D04_P0001568_A00_B00D_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 18	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_H04_P0001568_A00_B00H_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_H04_P0001568_A00_B00H_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 19	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_C05_P0001568_A00_B00K_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_C05_P0001568_A00_B00K_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 20	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_E04_P0001568_A00_B00E_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_E04_P0001568_A00_B00E_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 21	proteomic profiling by mass spectrometry	9	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_G04_P0001568_A00_B00G_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_G04_P0001568_A00_B00G_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 22	proteomic profiling by mass spectrometry	10	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_A04_P0001568_A00_B00A_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_A04_P0001568_A00_B00A_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 23	proteomic profiling by mass spectrometry	11	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_A05_P0001568_A00_B00I_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_A05_P0001568_A00_B00I_R1.RAW	HCC2998
Sample 2	homo sapiens	colon adenocarcinoma	colon	not available	colorectum	not available	not available	not available	HCC2998	epithelial	1	no depletion	run 24	proteomic profiling by mass spectrometry	12	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000256_D05_P0001568_A00_B00L_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000256_D05_P0001568_A00_B00L_R1.RAW	HCC2998
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 25	proteomic profiling by mass spectrometry	1	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_C01_P0001751_A00_B00C_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_C01_P0001751_A00_B00C_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 26	proteomic profiling by mass spectrometry	2	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_D01_P0001751_A00_B00D_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_D01_P0001751_A00_B00D_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 27	proteomic profiling by mass spectrometry	3	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_B02_P0001751_A00_B00J_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_B02_P0001751_A00_B00J_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 28	proteomic profiling by mass spectrometry	4	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_H01_P0001751_A00_B00H_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_H01_P0001751_A00_B00H_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 29	proteomic profiling by mass spectrometry	5	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_E01_P0001751_A00_B00E_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_E01_P0001751_A00_B00E_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 30	proteomic profiling by mass spectrometry	6	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_A01_P0001751_A00_B00A_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_A01_P0001751_A00_B00A_R2.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 31	proteomic profiling by mass spectrometry	7	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_D02_P0001751_A00_B00L_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_D02_P0001751_A00_B00L_R1.RAW	SN12C
Sample 3	homo sapiens	renal cell carcinoma	kidney	not available	renal glomerulus	not available	male	not available	SN12C	epithelial	1	no depletion	run 32	proteomic profiling by mass spectrometry	8	1	PXD005946	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_A01_P0001751_A00_B00A_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_A01_P0001751_A00_B00A_R1.RAW	SN12C
