source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	assay name	Technology Type	comment[fraction identifier]	comment[label]	comment[label]	comment[data file]	comment[file uri]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[label]	factor value[temperature]	factor value[growth rate]	factor value[overproduction]	factor value[overproduction]	factor value[induced by]
XLV_37_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_37_3	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23101.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23101.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline
super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_37_3_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23101.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23101.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	medium	not applicable	not applicable	not applicable
XLV_40_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_1	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23103.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23103.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40 ng Anhydrotetracycline
super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_1_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23103.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23103.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable
XLV_40_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_2	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23105.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23105.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40 ng Anhydrotetracycline
super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_2_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23105.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23105.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable
XLV_40_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_3	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23107.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23107.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	Strep-LpxC	Strep-tag	40ng Anhydrotetracycline
super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	XLV_40_3_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23107.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23107.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable
LpxC_30_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_1	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23111.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	Strep-LpxC	Strep-tag	10 ng Anhydrotetracycline
super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_1_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23111.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable
LpxC_30_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_2	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23113.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	Strep-LpxC	Strep-tag	10 ng Anhydrotetracycline
super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_2_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23113.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23113.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable
LpxC_30_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_3	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23115.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23115.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	Strep-LpxC	Strep-tag	10 ng Anhydrotetracycline
super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_30_3_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23115.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23115.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable
LpxC_37_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_1	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23117.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23117.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline
super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_1_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23117.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23117.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable
LpxC_37_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_2	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23119.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline
super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_2_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23119.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable
LpxC_37_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_3	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII23121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23121.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	Strep-LpxC	Strep-tag	25 ng Anhydrotetracycline
super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LpxC_37_3_super_silac	proteomic profiling by mass spectrometry	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII23121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII23121.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=collision-induced dissociation;AC=MS:1000133	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation;MT=variable;PP=Anywhere;AC=Unimod:35;TA=M;MM=15	NT=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=variable	NT=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable
